App,Package,Start Time,Duration,Filename
"System",,"May 3, 2014 @ 03:47:45 PM","4 min 10 sec",""

Time  [ms],"Battery Status",Time  [ms],"Battery Power [uW]",Time  [ms],"Application State",Description,
32576,0,32696,2503096,31373,363,Tpacf::Java::Compute::Start,
32677,0,32799,2701212,31474,363,Tpacf::Java::Compute::Start,
32777,0,32898,2683472,31574,363,Tpacf::Java::Compute::Start,
32877,0,33001,2703026,31674,363,Tpacf::Java::Compute::Start,
32977,0,33097,2676188,31774,363,Tpacf::Java::Compute::Start,
33077,0,33197,2651621,31875,363,Tpacf::Java::Compute::Start,
33178,0,33298,2628866,31975,363,Tpacf::Java::Compute::Start,
33278,0,33399,2675387,32075,363,Tpacf::Java::Compute::Start,
33378,0,33508,2980471,32176,363,Tpacf::Java::Compute::Start,
33478,0,33603,2640658,32276,363,Tpacf::Java::Compute::Start,
33579,0,33699,2665229,32376,363,Tpacf::Java::Compute::Start,
33679,0,33799,2667924,32476,363,Tpacf::Java::Compute::Start,
33779,0,33899,2650169,32577,363,Tpacf::Java::Compute::Start,
33879,0,33999,2729456,32677,363,Tpacf::Java::Compute::Start,
33980,0,34100,2275871,32777,363,Tpacf::Java::Compute::Start,
34080,0,34201,2724173,32877,363,Tpacf::Java::Compute::Start,
34180,0,34301,2662148,32977,363,Tpacf::Java::Compute::Start,
34281,0,34402,2335384,33078,363,Tpacf::Java::Compute::Start,
34381,0,34502,2674576,33178,363,Tpacf::Java::Compute::Start,
34482,0,34615,2369962,33279,363,Tpacf::Java::Compute::Start,
34582,0,34702,3218231,33378,363,Tpacf::Java::Compute::Start,
34682,0,34803,3053802,33479,363,Tpacf::Java::Compute::Start,
34783,0,34903,2391937,33579,363,Tpacf::Java::Compute::Start,
34883,0,35003,2260362,33679,363,Tpacf::Java::Compute::Start,
34983,0,35103,3460718,33779,363,Tpacf::Java::Compute::Start,
35083,0,35204,3056310,33880,363,Tpacf::Java::Compute::Start,
35184,0,35304,2971947,33980,363,Tpacf::Java::Compute::Start,
35284,0,35407,2682926,34080,363,Tpacf::Java::Compute::Start,
35384,0,35504,2695431,34181,363,Tpacf::Java::Compute::Start,
35484,0,35613,2693161,34282,363,Tpacf::Java::Compute::Start,
35585,0,35721,2201053,34382,363,Tpacf::Java::Compute::Start,
35685,0,35808,2851579,34482,363,Tpacf::Java::Compute::Start,
35785,0,35907,2181016,34582,363,Tpacf::Java::Compute::Start,
35885,0,36006,2441993,34683,363,Tpacf::Java::Compute::Start,
35985,0,36107,2100777,34783,363,Tpacf::Java::Compute::Start,
36086,0,36207,2030933,34883,363,Tpacf::Java::Compute::Start,
36186,0,36306,2526372,34983,363,Tpacf::Java::Compute::Start,
