App,Package,Start Time,Duration,Filename
"System",,"May 4, 2014 @ 01:08:15 AM","4 min 23 sec",""

Time  [ms],"Battery Status",Time  [ms],"Memory Usage [KB]",Time  [ms],"Battery Power [uW]",Time  [ms],"Application State",Description,
23686,0,23888,1297152,23893,2127000,22278,836,Histogram::Java::IO::Start,
23787,0,23989,1297152,23993,2127000,22378,836,Histogram::Java::IO::Start,
23887,0,24089,1297152,24093,2127000,22479,836,Histogram::Java::IO::Start,
23988,0,24189,1297276,24193,2127000,22581,836,Histogram::Java::IO::Start,
24088,0,24289,1297152,24293,2112000,22681,836,Histogram::Java::IO::Start,
24188,0,24390,1297276,24400,2112000,22782,836,Histogram::Java::IO::Start,
24289,0,24490,1297276,24494,2112000,22885,836,Histogram::Java::IO::Start,
24389,0,24591,1297276,24595,2112000,22985,836,Histogram::Java::IO::Start,
24489,0,24691,1297276,24695,2112000,23087,836,Histogram::Java::IO::Start,
24590,0,24791,1297400,24797,2112000,23191,836,Histogram::Java::IO::Start,
24690,0,24892,1297276,24897,2112000,23287,836,Histogram::Java::IO::Start,
24790,0,24992,1297276,24998,2112000,23387,836,Histogram::Java::IO::Start,
24891,0,25093,1297400,25099,2112000,23487,836,Histogram::Java::IO::Start,
24991,0,25194,1297524,25198,2112000,23587,836,Histogram::Java::IO::Start,
25092,0,25295,1297400,25298,2123000,23687,836,Histogram::Java::IO::Start,
25193,0,25395,1297400,25399,2123000,23788,836,Histogram::Java::IO::Start,
25294,0,25496,1297400,25500,2123000,23889,836,Histogram::Java::IO::Start,
25395,0,25596,1297400,25601,2123000,23989,836,Histogram::Java::IO::Start,
25495,0,25697,1297524,25700,2123000,24089,836,Histogram::Java::IO::Start,
25595,0,25797,1297524,25801,2123000,24189,836,Histogram::Java::IO::Start,
25696,0,25898,1297648,25902,2123000,24290,836,Histogram::Java::IO::Start,
25796,0,25998,1297648,26002,2123000,24390,836,Histogram::Java::IO::Start,
25897,0,26098,1297648,26102,2123000,24490,836,Histogram::Java::IO::Start,
25997,0,26198,1297648,26202,2123000,24591,836,Histogram::Java::IO::Start,
26097,0,26299,1297772,26304,2120000,24691,836,Histogram::Java::IO::Start,
26198,0,26399,1297772,26403,2120000,24792,836,Histogram::Java::IO::Start,
26298,0,26500,1297772,26504,2120000,24893,836,Histogram::Java::IO::Start,
26398,0,26600,1297772,26605,2120000,24992,836,Histogram::Java::IO::Start,
26499,0,26700,1297896,26704,2120000,25093,836,Histogram::Java::IO::Start,
26599,0,26803,1297896,26807,2120000,25195,836,Histogram::Java::IO::Start,
26699,0,26901,1297896,26905,2120000,25295,836,Histogram::Java::IO::Start,
26800,0,27001,1297896,27006,2120000,25396,836,Histogram::Java::IO::Start,
26900,0,27102,1297896,27107,2120000,25496,836,Histogram::Java::IO::Start,
27000,0,27204,1297896,27208,2120000,25597,836,Histogram::Java::IO::Start,
27101,0,27303,1297896,27308,2115000,25697,836,Histogram::Java::IO::Start,
27201,0,27404,1297896,27408,2115000,25798,836,Histogram::Java::IO::Start,
27302,0,27504,1298020,27509,2115000,25898,836,Histogram::Java::IO::Start,
27403,0,27604,1297896,27610,2115000,25998,836,Histogram::Java::IO::Start,
27503,0,27705,1297896,27709,2115000,26099,836,Histogram::Java::IO::Start,
27603,0,27805,1298020,27809,2115000,26199,836,Histogram::Java::IO::Start,
27704,0,27905,1297896,27909,2115000,26299,836,Histogram::Java::IO::Start,
27804,0,28007,1298268,28011,2115000,26400,836,Histogram::Java::IO::Start,
27904,0,28106,1298516,28110,2115000,26500,836,Histogram::Java::IO::Start,
28005,0,28206,1298392,28210,2115000,26600,836,Histogram::Java::IO::Start,
28105,0,28307,1298392,28311,2095000,26700,836,Histogram::Java::IO::Start,
28205,0,28407,1298640,28412,2095000,26803,836,Histogram::Java::IO::Start,
28306,0,28507,1298516,28511,2095000,26901,836,Histogram::Java::IO::Start,
28406,0,28608,1298516,28612,2095000,27002,836,Histogram::Java::IO::Start,
28506,0,28708,1298516,28713,2095000,27103,836,Histogram::Java::IO::Start,
28607,0,28809,1298764,28814,2095000,27204,836,Histogram::Java::IO::Start,
28707,0,28910,1298640,28914,2095000,27303,836,Histogram::Java::IO::Start,
28807,0,29009,1298640,29014,2095000,27404,836,Histogram::Java::IO::Start,
28908,0,29110,1298640,29114,2095000,27504,836,Histogram::Java::IO::Start,
29008,0,29212,1299012,29216,2095000,27605,836,Histogram::Java::IO::Start,
29109,0,29311,1299136,29315,2094000,27705,836,Histogram::Java::IO::Start,
29209,0,29411,1299136,29415,2094000,27805,836,Histogram::Java::IO::Start,
29309,0,29511,1299136,29515,2094000,27905,836,Histogram::Java::IO::Start,
29410,0,29612,1299260,29616,2094000,28007,836,Histogram::Java::IO::Start,
29510,0,29712,1299136,29716,2094000,28106,836,Histogram::Java::IO::Start,
29611,0,29812,1299136,29817,2094000,28206,836,Histogram::Java::IO::Start,
29711,0,29912,1299260,29916,2094000,28307,836,Histogram::Java::IO::Start,
29811,0,30013,1299136,30018,2094000,28407,836,Histogram::Java::IO::Start,
29912,0,30113,1299136,30118,2094000,28507,836,Histogram::Java::IO::Start,
30012,0,30214,1299260,30216,2094000,28608,836,Histogram::Java::IO::Start,
30112,0,30314,1299260,30317,2098000,28708,836,Histogram::Java::IO::Start,
30213,0,30414,1299260,30426,2098000,28810,836,Histogram::Java::IO::Start,
30313,0,30515,1299508,30520,2098000,28910,836,Histogram::Java::IO::Start,
30413,0,30615,1299384,30620,2098000,29010,836,Histogram::Java::IO::Start,
30514,0,30716,1299384,30723,2098000,29110,836,Histogram::Java::IO::Start,
30614,0,30818,1299384,30823,2098000,29213,836,Histogram::Java::IO::Start,
30715,0,30918,1299384,30924,2098000,29311,836,Histogram::Java::IO::Start,
30816,0,31021,1299384,31026,2098000,29411,836,Histogram::Java::IO::Start,
30917,0,31121,1299384,31126,2098000,29512,836,Histogram::Java::IO::Start,
31019,0,31222,1299508,31226,2098000,29612,836,Histogram::Java::IO::Start,
31120,0,31323,1299508,31327,2102000,29712,836,Histogram::Java::IO::Start,
31221,0,31423,1299508,31427,2102000,29813,836,Histogram::Java::IO::Start,
31322,0,31524,1299508,31528,2102000,29913,836,Histogram::Java::IO::Start,
31422,0,31626,1299756,31631,2102000,30013,836,Histogram::Java::IO::Start,
31523,0,31725,1299756,31729,2102000,30114,836,Histogram::Java::IO::Start,
31624,0,31826,1299756,31830,2102000,30214,836,Histogram::Java::IO::Start,
31725,0,31927,1299756,31931,2102000,30314,836,Histogram::Java::IO::Start,
31825,0,32028,1299756,32035,2102000,30414,836,Histogram::Java::IO::Start,
31926,0,32129,1299880,32136,2102000,30515,836,Histogram::Java::IO::Start,
32027,0,32232,1299880,32236,2102000,30615,836,Histogram::Java::IO::Start,
32128,0,32332,1299880,32337,2123000,30716,836,Histogram::Java::IO::Start,
32230,0,32432,1299756,32436,2123000,30818,836,Histogram::Java::IO::Start,
32331,0,32533,1299632,32537,2123000,30919,836,Histogram::Java::IO::Start,
32431,0,32634,1299632,32638,2123000,31022,836,Histogram::Java::IO::Start,
32532,0,32735,1299756,32739,2123000,31121,836,Histogram::Java::IO::Start,
32633,0,32838,1300748,32842,2123000,31222,836,Histogram::Java::IO::Start,
32734,0,32938,1300748,32942,2123000,31323,836,Histogram::Java::IO::Start,
32837,0,33039,1300748,33043,2123000,31423,836,Histogram::Java::IO::Start,
32937,0,33139,1300748,33143,2123000,31524,836,Histogram::Java::IO::Start,
33038,0,33239,1300748,33243,2123000,31627,836,Histogram::Java::IO::Start,
33138,0,33340,1300748,33345,2266000,31726,836,Histogram::Java::IO::Start,
33239,0,33441,1300872,33445,2266000,31826,836,Histogram::Java::IO::Start,
33339,0,33542,1300748,33546,2266000,31927,836,Histogram::Java::IO::Start,
33440,0,33643,1300748,33647,2266000,32029,836,Histogram::Java::IO::Start,
33541,0,33743,1300748,33747,2266000,32130,836,Histogram::Java::IO::Start,
33642,0,33844,1300872,33848,2266000,32233,836,Histogram::Java::IO::Start,
33743,0,33945,1300748,33949,2266000,32332,836,Histogram::Java::IO::Start,
33843,0,34046,1300748,34057,2266000,32432,836,Histogram::Java::IO::Start,
33944,0,34146,1300872,34150,2266000,32533,836,Histogram::Java::IO::Start,
34045,0,34247,1300748,34251,2266000,32634,836,Histogram::Java::IO::Start,
34146,0,34348,1300748,34352,2382000,32735,836,Histogram::Java::IO::Start,
